INDEX:1000:<ulong>,origin_z:1000:<float>,intersect_x:1000:<float>,intersect_y:1000:<float>,idx_x:1000:<float>,idx_y:1000:<float>,value:1000:<float>,time:1000:<float>,gt_intersect_x:1000:<float>,gt_intersect_y:1000:<float>
310,-19,55,-20,11,0,-0.755710601807,11,58.6459732056,-28.1041717529
311,-18.8999996185,55,-20,11,0,-0.755710601807,11,58.5578842163,-27.9741134644
312,-18.7999992371,55,-20,11,0,-0.755710601807,11,58.4702033997,-27.8437786102
313,-18.6999988556,55,-20,11,0,-0.755710601807,11,58.3829421997,-27.7131824493
314,-18.6000003815,55,-20,11,0,-0.755710601807,11,58.296081543,-27.5823001862
315,-18.5,55,-20,11,0,-0.755710601807,11,58.2096328735,-27.4511451721
316,-18.3999996185,55,-20,11,0,-0.755710601807,11,58.1236000061,-27.3197174072
317,-18.2999992371,55,-20,11,0,-0.755710601807,11,58.037979126,-27.1880245209
318,-18.1999988556,55,-20,11,0,-0.755710601807,11,57.9527778625,-27.0560703278
319,-18.1000003815,55,-20,11,0,-0.755710601807,11,57.8679771423,-26.9238300323
320,-18,55,-20,11,0,-0.755710601807,11,57.7836074829,-26.791343689
321,-17.8999977112,55,-20,11,0,-0.755710601807,11,57.6996459961,-26.6585826874
322,-17.7999992371,55,-20,11,0,-0.755710601807,11,57.616104126,-26.5255565643
323,-17.7000007629,55,-20,11,0,-0.755710601807,11,57.5329856873,-26.3922843933
324,-17.5999984741,55,-20,11,0,-0.755710601807,11,57.4502792358,-26.2587375641
325,-17.5,55,-20,11,0,-0.755710601807,11,57.3679924011,-26.1249313354
326,-17.3999977112,55,-20,11,0,-0.755710601807,11,57.2861289978,-25.9908676147
327,-17.2999992371,55,-20,11,0,-0.755710601807,11,57.2046852112,-25.8565483093
328,-17.2000007629,55,-20,11,0,-0.755710601807,11,57.1236686707,-25.7219848633
329,-17.0999984741,55,-20,11,0,-0.755710601807,11,57.0430717468,-25.5871543884
330,-17,55,-20,11,0,-0.755710601807,11,56.9629020691,-25.4520740509
331,-16.8999977112,55,-20,11,0,-0.755710601807,11,56.8831520081,-25.3167419434
332,-16.7999992371,55,-20,11,0,-0.755710601807,11,56.8038291931,-25.1811599731
333,-16.7000007629,55,-20,11,0,-0.755710601807,11,56.724937439,-25.045337677
334,-16.5999984741,55,-20,11,0,-0.755710601807,11,56.6464653015,-24.9092597961
335,-16.5,55,-20,11,0,-0.755710601807,11,56.5684242249,-24.7729358673
336,-16.3999977112,55,-20,11,0,-0.755710601807,11,56.4908103943,-24.6363677979
337,-16.2999992371,55,-20,11,0,-0.755710601807,11,56.4136314392,-24.4995555878
338,-16.2000007629,55,-20,11,0,-0.755710601807,11,56.3368797302,-24.3625125885
339,-16.0999984741,55,-20,11,0,-0.755710601807,11,56.260559082,-24.2252178192
340,-16,55,-20,11,0,-0.755710601807,11,56.1846656799,-24.0876846313
341,-15.8999977112,55,-20,11,0,-0.755710601807,11,56.1092147827,-23.9499263763
342,-15.7999992371,55,-20,11,0,-0.755710601807,11,56.0341835022,-23.8119087219
343,-15.7000007629,55,-20,11,0,-0.755710601807,11,55.9595985413,-23.6736755371
344,-15.5999984741,55,-20,11,0,-0.755710601807,11,55.8854408264,-23.535200119
345,-15.5,55,-20,11,0,-0.755710601807,11,55.8117218018,-23.3964920044
346,-15.3999977112,55,-20,11,0,-0.755710601807,11,55.7384414673,-23.2575645447
347,-15.2999992371,55,-20,11,0,-0.755710601807,11,55.6655845642,-23.1183853149
348,-15.2000007629,55,-20,11,0,-0.755710601807,11,55.5931816101,-22.9789981842
349,-15.0999984741,55,-20,11,0,-0.755710601807,11,55.5212097168,-22.8393764496
350,-15,55,-15,11,0,-2.56583690643,11,55.449672699,-22.6995277405
351,-14.8999977112,55,-15,11,0,-2.56583690643,11,55.3785858154,-22.559463501
352,-14.7999992371,55,-15,11,0,-2.56583690643,11,55.307926178,-22.4191570282
353,-14.7000007629,55,-15,11,0,-2.56583690643,11,55.2377204895,-22.2786521912
354,-14.5999984741,55,-15,11,0,-2.56583690643,11,55.1679496765,-22.1379146576
355,-14.5,55,-15,11,0,-2.56583690643,11,55.0986213684,-21.9969596863
356,-14.3999977112,55,-15,11,0,-2.56583690643,11,55.0297393799,-21.8557987213
357,-14.2999992371,55,-15,11,0,-2.56583690643,11,54.9612960815,-21.7143993378
358,-14.2000007629,55,-15,11,0,-2.56583690643,11,54.8933067322,-21.572807312
359,-14.0999984741,55,-15,11,0,-2.56583690643,11,54.8257522583,-21.4309921265
360,-14,55,-15,11,0,-2.56583690643,11,54.7586479187,-21.2889652252
361,-13.8999977112,55,-15,11,0,-2.56583690643,11,54.6919937134,-21.1467399597
362,-13.7999992371,55,-15,11,0,-2.56583690643,11,54.6257781982,-21.004283905
363,-13.7000007629,55,-15,11,0,-2.56583690643,11,54.5600166321,-20.8616409302
364,-13.5999984741,55,-15,11,0,-2.56583690643,11,54.4947013855,-20.7187824249
365,-13.5,55,-15,11,0,-2.56583690643,11,54.4298362732,-20.575717926
366,-13.3999977112,55,-15,11,0,-2.56583690643,11,54.3654251099,-20.4324626923
367,-13.2999992371,55,-15,11,0,-2.56583690643,11,54.3014526367,-20.2889842987
368,-13.2000007629,55,-15,11,0,-2.56583690643,11,54.2379455566,-20.1453266144
369,-13.0999984741,55,-15,11,0,-2.56583690643,11,54.1748809814,-20.0014591217
370,-13,55,-15,11,0,-2.56583690643,11,54.1122703552,-19.8573951721
371,-12.8999977112,55,-15,11,0,-2.56583690643,11,54.050113678,-19.7131462097
372,-12.7999992371,55,-15,11,0,-2.56583690643,11,53.988407135,-19.5686798096
373,-12.7000007629,55,-15,11,0,-2.56583690643,11,53.9271583557,-19.424041748
374,-12.5999984741,55,-15,11,0,-2.56583690643,11,53.8663673401,-19.2792034149
375,-12.5,55,-15,11,0,-2.56583690643,11,53.8060264587,-19.1341705322
376,-12.3999977112,55,-15,11,0,-2.56583690643,11,53.7461433411,-18.9889640808
377,-12.2999992371,55,-15,11,0,-2.56583690643,11,53.6867103577,-18.8435459137
378,-12.2000007629,55,-15,11,0,-2.56583690643,11,53.6277427673,-18.6979656219
379,-12.0999984741,55,-15,11,0,-2.56583690643,11,53.569229126,-18.5521888733
380,-12,55,-15,11,0,-2.56583690643,11,53.511177063,-18.4062271118
381,-11.8999977112,55,-15,11,0,-2.56583690643,11,53.4535827637,-18.2600975037
382,-11.7999992371,55,-15,11,0,-2.56583690643,11,53.3964424133,-18.1137638092
383,-11.7000007629,55,-15,11,0,-2.56583690643,11,53.3397712708,-17.9672756195
384,-11.5999984741,55,-15,11,0,-2.56583690643,11,53.2835540771,-17.8205966949
385,-11.5,55,-15,11,0,-2.56583690643,11,53.2277984619,-17.6737422943
386,-11.3999977112,55,-15,11,0,-2.56583690643,11,53.1725082397,-17.526725769
387,-11.2999992371,55,-15,11,0,-2.56583690643,11,53.1176757812,-17.3795127869
388,-11.2000007629,55,-15,11,0,-2.56583690643,11,53.0633087158,-17.2321491241
389,-11.0999984741,55,-15,11,0,-2.56583690643,11,53.0094032288,-17.084608078
390,-11,55,-15,11,0,-2.56583690643,11,52.9559631348,-16.9368953705
391,-10.8999977112,55,-15,11,0,-2.56583690643,11,52.9029884338,-16.7890281677
392,-10.7999992371,55,-15,11,0,-2.56583690643,11,52.8504753113,-16.6409835815
393,-10.7000007629,55,-15,11,0,-2.56583690643,11,52.7984275818,-16.4927749634
394,-10.5999984741,55,-15,11,0,-2.56583690643,11,52.7468490601,-16.3444023132
395,-10.5,55,-15,11,0,-2.56583690643,11,52.6957321167,-16.1958694458
396,-10.3999977112,55,-15,11,0,-2.56583690643,11,52.6450881958,-16.0471878052
397,-10.2999992371,55,-15,11,0,-2.56583690643,11,52.5949058533,-15.8983383179
398,-10.2000007629,55,-15,11,0,-2.56583690643,11,52.5451927185,-15.749329567
399,-10.0999984741,55,-15,11,0,-2.56583690643,11,52.4959487915,-15.6001653671
400,-10,55,-10,11,0,-3.90227794647,11,52.4471740723,-15.4508485794
401,-9.89999771118,55,-10,11,0,-3.90227794647,11,52.3988723755,-15.3013896942
402,-9.79999923706,55,-10,11,0,-3.90227794647,11,52.3510322571,-15.1517686844
403,-9.70000076294,55,-10,11,0,-3.90227794647,11,52.3036689758,-15.0019989014
404,-9.59999847412,55,-10,11,0,-3.90227794647,11,52.2567710876,-14.8520793915
405,-9.5,55,-10,11,0,-3.90227794647,11,52.2103500366,-14.7020149231
406,-9.39999771118,55,-10,11,0,-3.90227794647,11,52.1643981934,-14.551815033
407,-9.29999923706,55,-10,11,0,-3.90227794647,11,52.1189193726,-14.4014625549
408,-9.20000076294,55,-10,11,0,-3.90227794647,11,52.0739097595,-14.2509651184
409,-9.09999847412,55,-10,11,0,-3.90227794647,11,52.0293807983,-14.1003417969
410,-9,55,-10,11,0,-3.90227794647,11,51.9853134155,-13.9495534897
411,-8.89999771118,55,-10,11,0,-3.90227794647,11,51.9417304993,-13.7986507416
412,-8.79999923706,55,-10,11,0,-3.90227794647,11,51.8986167908,-13.6476020813
413,-8.70000076294,55,-10,11,0,-3.90227794647,11,51.8559799194,-13.4964170456
414,-8.59999847412,55,-10,11,0,-3.90227794647,11,51.8138198853,-13.3451118469
415,-8.5,55,-10,11,0,-3.90227794647,11,51.7721290588,-13.1936502457
416,-8.39999771118,55,-10,11,0,-3.90227794647,11,51.7309188843,-13.0420818329
417,-8.29999923706,55,-10,11,0,-3.90227794647,11,51.6901855469,-12.8903751373
418,-8.20000076294,55,-10,11,0,-3.90227794647,11,51.6499252319,-12.7385396957
419,-8.09999847412,55,-10,11,0,-3.90227794647,11,51.6101493835,-12.5865888596
420,-8,55,-10,11,0,-3.90227794647,11,51.5708427429,-12.4344921112
421,-7.89999771118,55,-10,11,0,-3.90227794647,11,51.5320167542,-12.2822952271
422,-7.79999923706,55,-10,11,0,-3.90227794647,11,51.4936714172,-12.1299657822
423,-7.70000076294,55,-10,11,0,-3.90227794647,11,51.4558029175,-11.977517128
424,-7.59999847412,55,-10,11,0,-3.90227794647,11,51.4184150696,-11.8249607086
425,-7.5,55,-10,11,0,-3.90227794647,11,51.3815040588,-11.6722660065
426,-7.39999771118,55,-10,11,0,-3.90227794647,11,51.3450775146,-11.5194778442
427,-7.29999923706,55,-10,11,0,-3.90227794647,11,51.3091278076,-11.3665647507
428,-7.20000076294,55,-10,11,0,-3.90227794647,11,51.2736549377,-11.2135391235
429,-7.09999847412,55,-10,11,0,-3.90227794647,11,51.2386703491,-11.0604162216
430,-7,55,-10,11,0,-3.90227794647,11,51.204158783,-10.9071588516
431,-6.89999771118,55,-10,11,0,-3.90227794647,11,51.1701393127,-10.7538175583
432,-6.79999923706,55,-10,11,0,-3.90227794647,11,51.1365966797,-10.6003599167
433,-6.70000076294,55,-10,11,0,-3.90227794647,11,51.1035308838,-10.4467954636
434,-6.59999847412,55,-10,11,0,-3.90227794647,11,51.0709571838,-10.2931413651
435,-6.5,55,-10,11,0,-3.90227794647,11,51.0388565063,-10.1393613815
436,-6.39999771118,55,-10,11,0,-3.90227794647,11,51.0072517395,-9.98550510406
437,-6.29999923706,55,-10,11,0,-3.90227794647,11,50.9761199951,-9.83153820038
438,-6.20000076294,55,-10,11,0,-3.90227794647,11,50.945476532,-9.67747497559
439,-6.09999847412,55,-10,11,0,-3.90227794647,11,50.9153175354,-9.52332687378
440,-6,55,-10,11,0,-3.90227794647,11,50.885635376,-9.36906147003
441,-5.89999771118,55,-10,11,0,-3.90227794647,11,50.8564453125,-9.21472835541
442,-5.79999923706,55,-10,11,0,-3.90227794647,11,50.8277435303,-9.06029129028
443,-5.70000076294,55,-10,11,0,-3.90227794647,11,50.7995185852,-8.90576553345
444,-5.59999847412,55,-10,11,0,-3.90227794647,11,50.7717857361,-8.75116252899
445,-5.5,55,-10,11,0,-3.90227794647,11,50.7445335388,-8.59645080566
446,-5.39999771118,55,-10,11,0,-3.90227794647,11,50.7177696228,-8.44167804718
447,-5.29999923706,55,-10,11,0,-3.90227794647,11,50.691493988,-8.28680896759
448,-5.20000076294,55,-10,11,0,-3.90227794647,11,50.6657028198,-8.13185882568
449,-5.09999847412,55,-10,11,0,-3.90227794647,11,50.6403999329,-7.97683954239
450,-5,55,-5,11,0,-4.723072052,11,50.6155815125,-7.82171869278
451,-4.89999771118,55,-5,11,0,-4.723072052,11,50.591255188,-7.66654443741
452,-4.79999923706,55,-5,11,0,-4.723072052,11,50.5674133301,-7.51128196716
453,-4.70000076294,55,-5,11,0,-4.723072052,11,50.5440597534,-7.35594558716
454,-4.59999847412,55,-5,11,0,-4.723072052,11,50.521194458,-7.20054864883
455,-4.5,55,-5,11,0,-4.723072052,11,50.4988174438,-7.04506874084
456,-4.39999771118,55,-5,11,0,-4.723072052,11,50.4769287109,-6.88951921463
457,-4.29999923706,55,-5,11,0,-4.723072052,11,50.4555282593,-6.73390197754
458,-4.20000076294,55,-5,11,0,-4.723072052,11,50.4346199036,-6.57821798325
459,-4.09999847412,55,-5,11,0,-4.723072052,11,50.4141998291,-6.42248106003
460,-4,55,-5,11,0,-4.723072052,11,50.3942680359,-6.2666683197
461,-3.89999771118,55,-5,11,0,-4.723072052,11,50.3748245239,-6.11079454422
462,-3.79999923706,55,-5,11,0,-4.723072052,11,50.3558692932,-5.95486021042
463,-3.70000076294,55,-5,11,0,-4.723072052,11,50.3374061584,-5.79886674881
464,-3.59999847412,55,-5,11,0,-4.723072052,11,50.3194351196,-5.64282846451
465,-3.5,55,-5,11,0,-4.723072052,11,50.3019523621,-5.48672246933
466,-3.39999771118,55,-5,11,0,-4.723072052,11,50.2849617004,-5.33056163788
467,-3.29999923706,55,-5,11,0,-4.723072052,11,50.2684593201,-5.17434883118
468,-3.20000076294,55,-5,11,0,-4.723072052,11,50.2524490356,-5.0180850029
469,-3.09999847412,55,-5,11,0,-4.723072052,11,50.2369308472,-4.86178302765
470,-3,55,-5,11,0,-4.723072052,11,50.2219009399,-4.70542192459
471,-2.89999771118,55,-5,11,0,-4.723072052,11,50.2073631287,-4.54901409149
472,-2.79999923706,55,-5,11,0,-4.723072052,11,50.193321228,-4.39257335663
473,-2.70000076294,55,-5,11,0,-4.723072052,11,50.1797637939,-4.23606538773
474,-2.59999847412,55,-5,11,0,-4.723072052,11,50.1667060852,-4.07953882217
475,-2.5,55,-5,11,0,-4.723072052,11,50.154132843,-3.92296099663
476,-2.39999771118,55,-5,11,0,-4.723072052,11,50.1420555115,-3.76634383202
477,-2.29999923706,55,-5,11,0,-4.723072052,11,50.1304702759,-3.60970163345
478,-2.20000076294,55,-5,11,0,-4.723072052,11,50.1193733215,-3.45299983025
479,-2.09999847412,55,-5,11,0,-4.723072052,11,50.1087722778,-3.29628801346
480,-2,55,-5,11,0,-4.723072052,11,50.0986633301,-3.1395316124
481,-1.89999771118,55,-5,11,0,-4.723072052,11,50.0890464783,-2.98274421692
482,-1.79999923706,55,-5,11,0,-4.723072052,11,50.0799255371,-2.82593941689
483,-1.70000076294,55,-5,11,0,-4.723072052,11,50.0712890625,-2.66908288002
484,-1.59999847412,55,-5,11,0,-4.723072052,11,50.0631523132,-2.51222372055
485,-1.5,55,-5,11,0,-4.723072052,11,50.0555076599,-2.35532784462
486,-1.39999771118,55,-5,11,0,-4.723072052,11,50.0483551025,-2.19840884209
487,-1.29999923706,55,-5,11,0,-4.723072052,11,50.0416946411,-2.04148006439
488,-1.20000076294,55,-5,11,0,-4.723072052,11,50.0355262756,-1.88450717926
489,-1.09999847412,55,-5,11,0,-4.723072052,11,50.0298538208,-1.72753953934
490,-1,55,-5,11,0,-4.723072052,11,50.0246734619,-1.57054293156
491,-0.899997711182,55,-5,11,0,-4.723072052,11,50.019985199,-1.41353082657
492,-0.799999237061,55,-5,11,0,-4.723072052,11,50.0157928467,-1.25651681423
493,-0.700000762939,55,-5,11,0,-4.723072052,11,50.0120925903,-1.09946644306
494,-0.599998474121,55,-5,11,0,-4.723072052,11,50.0088806152,-0.942429184914
495,-0.5,55,-5,11,0,-4.723072052,11,50.0061683655,-0.785370528698
496,-0.399997711182,55,-5,11,0,-4.723072052,11,50.0039482117,-0.628304243088
497,-0.299999237061,55,-5,11,0,-4.723072052,11,50.0022201538,-0.471243619919
498,-0.200000762939,55,-5,11,0,-4.723072052,11,50.0009880066,-0.314154535532
499,-0.0999984741211,55,-5,11,0,-4.723072052,11,50.0002479553,-0.157086193562
500,0,55,0,11,0,-5,11,50,-4.3711388571e-06
501,0.100002288818,55,0,11,0,-5,11,50.0002479553,0.15707744658
502,0.200000762939,55,0,11,0,-5,11,50.0009880066,0.314145803452
503,0.299999237061,55,0,11,0,-5,11,50.0022201538,0.471234887838
504,0.400001525879,55,0,11,0,-5,11,50.0039482117,0.628295481205
505,0.5,55,0,11,0,-5,11,50.0061683655,0.785361766815
506,0.600002288818,55,0,11,0,-5,11,50.0088806152,0.942420423031
507,0.700000762939,55,0,11,0,-5,11,50.0120925903,1.09945774078
508,0.799999237061,55,0,11,0,-5,11,50.015789032,1.25650811195
509,0.900001525879,55,0,11,0,-5,11,50.019985199,1.4135222435
510,1,55,0,11,0,-5,11,50.0246734619,1.57053411007
511,1.10000228882,55,0,11,0,-5,11,50.0298538208,1.72753071785
512,1.20000076294,55,0,11,0,-5,11,50.0355262756,1.88449847698
513,1.29999923706,55,0,11,0,-5,11,50.0416946411,2.0414712429
514,1.40000152588,55,0,11,0,-5,11,50.0483551025,2.1984000206
515,1.5,55,0,11,0,-5,11,50.0555076599,2.35531902313
516,1.60000228882,55,0,11,0,-5,11,50.0631523132,2.51221489906
517,1.70000076294,55,0,11,0,-5,11,50.0712890625,2.66907405853
518,1.79999923706,55,0,11,0,-5,11,50.0799255371,2.8259305954
519,1.90000152588,55,0,11,0,-5,11,50.0890464783,2.98273563385
520,2,55,0,11,0,-5,11,50.0986633301,3.13952302933
521,2.10000228882,55,0,11,0,-5,11,50.1087722778,3.29627919197
522,2.20000076294,55,0,11,0,-5,11,50.1193733215,3.45299124718
523,2.29999923706,55,0,11,0,-5,11,50.1304702759,3.60968112946
524,2.40000152588,55,0,11,0,-5,11,50.1420555115,3.76633524895
525,2.5,55,0,11,0,-5,11,50.154132843,3.92295193672
526,2.60000228882,55,0,11,0,-5,11,50.1667022705,4.07953023911
527,2.70000076294,55,0,11,0,-5,11,50.1797637939,4.23605632782
528,2.79999923706,55,0,11,0,-5,11,50.1933174133,4.39255237579
529,2.90000152588,55,0,11,0,-5,11,50.2073631287,4.54900503159
530,3,55,0,11,0,-5,11,50.2219009399,4.70541286469
531,3.10000228882,55,0,11,0,-5,11,50.2369270325,4.86177444458
532,3.20000076294,55,0,11,0,-5,11,50.2524490356,5.01807641983
533,3.29999923706,55,0,11,0,-5,11,50.2684593201,5.17434024811
534,3.40000152588,55,0,11,0,-5,11,50.2849617004,5.33055305481
535,3.5,55,0,11,0,-5,11,50.3019523621,5.48671340942
536,3.60000228882,55,0,11,0,-5,11,50.3194351196,5.6428194046
537,3.70000076294,55,0,11,0,-5,11,50.3374061584,5.79885816574
538,3.79999923706,55,0,11,0,-5,11,50.3558692932,5.95485115051
539,3.90000152588,55,0,11,0,-5,11,50.3748207092,6.11078596115
540,4,55,0,11,0,-5,11,50.3942642212,6.26664829254
541,4.10000228882,55,0,11,0,-5,11,50.4141960144,6.42247200012
542,4.20000076294,55,0,11,0,-5,11,50.4346160889,6.57820940018
543,4.29999923706,55,0,11,0,-5,11,50.4555282593,6.73389291763
544,4.40000152588,55,0,11,0,-5,11,50.4769287109,6.8895111084
545,4.5,55,0,11,0,-5,11,50.4988174438,7.04504871368
546,4.60000228882,55,0,11,0,-5,11,50.521194458,7.20054006577
547,4.70000076294,55,0,11,0,-5,11,50.5440597534,7.35593748093
548,4.79999923706,55,0,11,0,-5,11,50.5674133301,7.51127386093
549,4.90000152588,55,0,11,0,-5,11,50.591255188,7.66653585434
550,5,55,5,11,0,-4.723072052,11,50.6155815125,7.82171058655
551,5.10000228882,55,5,11,0,-4.723072052,11,50.6403999329,7.97683143616
552,5.20000076294,55,5,11,0,-4.723072052,11,50.6656990051,8.13185024261
553,5.29999923706,55,5,11,0,-4.723072052,11,50.6914901733,8.28680038452
554,5.40000152588,55,5,11,0,-4.723072052,11,50.7177696228,8.44166851044
555,5.5,55,5,11,0,-4.723072052,11,50.7445297241,8.5964422226
556,5.60000228882,55,5,11,0,-4.723072052,11,50.7717857361,8.7511548996
557,5.70000076294,55,5,11,0,-4.723072052,11,50.7995147705,8.9057559967
558,5.79999923706,55,5,11,0,-4.723072052,11,50.8277397156,9.06028270721
559,5.90000152588,55,5,11,0,-4.723072052,11,50.8564453125,9.21471977234
560,6,55,5,11,0,-4.723072052,11,50.885635376,9.36905384064
561,6.10000228882,55,5,11,0,-4.723072052,11,50.9153137207,9.52331829071
562,6.20000076294,55,5,11,0,-4.723072052,11,50.9454727173,9.67746639252
563,6.29999923706,55,5,11,0,-4.723072052,11,50.9761199951,9.83152961731
564,6.40000152588,55,5,11,0,-4.723072052,11,51.0072479248,9.985496521
565,6.5,55,5,11,0,-4.723072052,11,51.0388565063,10.1393527985
566,6.60000228882,55,5,11,0,-4.723072052,11,51.0709571838,10.293132782
567,6.70000076294,55,5,11,0,-4.723072052,11,51.1035308838,10.4467878342
568,6.79999923706,55,5,11,0,-4.723072052,11,51.136592865,10.6003503799
569,6.90000152588,55,5,11,0,-4.723072052,11,51.1701393127,10.7538099289
570,7,55,5,11,0,-4.723072052,11,51.204158783,10.9071512222
571,7.10000228882,55,5,11,0,-4.723072052,11,51.2386665344,11.0604066849
572,7.20000076294,55,5,11,0,-4.723072052,11,51.2736549377,11.2135314941
573,7.29999923706,55,5,11,0,-4.723072052,11,51.3091239929,11.3665561676
574,7.40000152588,55,5,11,0,-4.723072052,11,51.3450737,11.5194692612
575,7.5,55,5,11,0,-4.723072052,11,51.3815002441,11.6722564697
576,7.60000228882,55,5,11,0,-4.723072052,11,51.4184150696,11.8249530792
577,7.70000076294,55,5,11,0,-4.723072052,11,51.4558029175,11.9775085449
578,7.79999923706,55,5,11,0,-4.723072052,11,51.4936676025,12.1299571991
579,7.90000152588,55,5,11,0,-4.723072052,11,51.5320167542,12.282286644
580,8,55,5,11,0,-4.723072052,11,51.5708389282,12.4344835281
581,8.10000228882,55,5,11,0,-4.723072052,11,51.6101455688,12.5865802765
582,8.20000076294,55,5,11,0,-4.723072052,11,51.6499252319,12.738530159
583,8.29999923706,55,5,11,0,-4.723072052,11,51.6901817322,12.8903656006
584,8.40000152588,55,5,11,0,-4.723072052,11,51.7309188843,13.0420742035
585,8.5,55,5,11,0,-4.723072052,11,51.7721252441,13.1936416626
586,8.60000228882,55,5,11,0,-4.723072052,11,51.8138160706,13.3451032639
587,8.70000076294,55,5,11,0,-4.723072052,11,51.8559799194,13.4964094162
588,8.79999923706,55,5,11,0,-4.723072052,11,51.8986167908,13.6475934982
589,8.90000152588,55,5,11,0,-4.723072052,11,51.9417266846,13.7986440659
590,9,55,5,11,0,-4.723072052,11,51.9853134155,13.9495449066
591,9.10000228882,55,5,11,0,-4.723072052,11,52.0293731689,14.100320816
592,9.20000076294,55,5,11,0,-4.723072052,11,52.0739059448,14.250957489
593,9.29999923706,55,5,11,0,-4.723072052,11,52.1189155579,14.4014539719
594,9.40000152588,55,5,11,0,-4.723072052,11,52.1643981934,14.5518083572
595,9.5,55,5,11,0,-4.723072052,11,52.2103462219,14.7020072937
596,9.60000228882,55,5,11,0,-4.723072052,11,52.2567710876,14.8520727158
597,9.70000076294,55,5,11,0,-4.723072052,11,52.3036651611,15.0019903183
598,9.79999923706,55,5,11,0,-4.723072052,11,52.3510322571,15.151761055
599,9.90000152588,55,5,11,0,-4.723072052,11,52.3988685608,15.3013811111
600,10,55,10,11,0,-3.90227794647,11,52.4471702576,15.4508399963
601,10.1000022888,55,10,11,0,-3.90227794647,11,52.4959487915,15.6001586914
602,10.2000007629,55,10,11,0,-3.90227794647,11,52.5451889038,15.7493219376
603,10.2999992371,55,10,11,0,-3.90227794647,11,52.5949020386,15.8983182907
604,10.4000015259,55,10,11,0,-3.90227794647,11,52.6450843811,16.0471801758
605,10.5,55,10,11,0,-3.90227794647,11,52.6957321167,16.1958618164
606,10.6000022888,55,10,11,0,-3.90227794647,11,52.7468452454,16.3443946838
607,10.7000007629,55,10,11,0,-3.90227794647,11,52.7984275818,16.4927654266
608,10.7999992371,55,10,11,0,-3.90227794647,11,52.8504714966,16.6409645081
609,10.9000015259,55,10,11,0,-3.90227794647,11,52.9029846191,16.789018631
610,11,55,10,11,0,-3.90227794647,11,52.9559593201,16.9368877411
611,11.1000022888,55,10,11,0,-3.90227794647,11,53.0093994141,17.0845985413
612,11.2000007629,55,10,11,0,-3.90227794647,11,53.0633049011,17.2321414948
613,11.2999992371,55,10,11,0,-3.90227794647,11,53.1176719666,17.3795051575
614,11.4000015259,55,10,11,0,-3.90227794647,11,53.172504425,17.5267162323
615,11.5,55,10,11,0,-3.90227794647,11,53.2277946472,17.6737346649
616,11.6000022888,55,10,11,0,-3.90227794647,11,53.2835502625,17.8205871582
617,11.7000007629,55,10,11,0,-3.90227794647,11,53.3397674561,17.9672660828
618,11.7999992371,55,10,11,0,-3.90227794647,11,53.3964385986,18.1137561798
619,11.9000015259,55,10,11,0,-3.90227794647,11,53.453578949,18.2600879669
620,12,55,10,11,0,-3.90227794647,11,53.5111732483,18.4062194824
621,12.1000022888,55,10,11,0,-3.90227794647,11,53.569229126,18.5521793365
622,12.2000007629,55,10,11,0,-3.90227794647,11,53.6277427673,18.6979560852
623,12.2999992371,55,10,11,0,-3.90227794647,11,53.686706543,18.8435382843
624,12.4000015259,55,10,11,0,-3.90227794647,11,53.7461395264,18.9889564514
625,12.5,55,10,11,0,-3.90227794647,11,53.8060188293,19.1341629028
626,12.6000022888,55,10,11,0,-3.90227794647,11,53.8663597107,19.2791938782
627,12.7000007629,55,10,11,0,-3.90227794647,11,53.927154541,19.4240341187
628,12.7999992371,55,10,11,0,-3.90227794647,11,53.9884033203,19.5686721802
629,12.9000015259,55,10,11,0,-3.90227794647,11,54.0501098633,19.7131385803
630,13,55,10,11,0,-3.90227794647,11,54.1122627258,19.8573875427
631,13.1000022888,55,10,11,0,-3.90227794647,11,54.1748771667,20.0014514923
632,13.2000007629,55,10,11,0,-3.90227794647,11,54.2379417419,20.145318985
633,13.2999992371,55,10,11,0,-3.90227794647,11,54.301448822,20.2889766693
634,13.4000015259,55,10,11,0,-3.90227794647,11,54.3654212952,20.4324550629
635,13.5,55,10,11,0,-3.90227794647,11,54.4298324585,20.5757102966
636,13.6000022888,55,10,11,0,-3.90227794647,11,54.4947013855,20.7187747955
637,13.7000007629,55,10,11,0,-3.90227794647,11,54.5600128174,20.8616333008
638,13.7999992371,55,10,11,0,-3.90227794647,11,54.6257781982,21.0042858124
639,13.9000015259,55,10,11,0,-3.90227794647,11,54.691986084,21.1467208862
640,14,55,10,11,0,-3.90227794647,11,54.758644104,21.2889575958
641,14.0999984741,55,10,11,0,-3.90227794647,11,54.8257484436,21.4309844971
642,14.2000045776,55,10,11,0,-3.90227794647,11,54.8932991028,21.5727996826
643,14.3000030518,55,10,11,0,-3.90227794647,11,54.9612960815,21.7144031525
644,14.4000015259,55,10,11,0,-3.90227794647,11,55.0297317505,21.8557796478
645,14.5,55,10,11,0,-3.90227794647,11,55.0986175537,21.9969520569
646,14.5999984741,55,10,11,0,-3.90227794647,11,55.1679458618,22.1379070282
647,14.7000045776,55,10,11,0,-3.90227794647,11,55.2377166748,22.2786445618
648,14.8000030518,55,10,11,0,-3.90227794647,11,55.307926178,22.4191493988
649,14.9000015259,55,10,11,0,-3.90227794647,11,55.378578186,22.5594463348
650,15,55,15,11,0,-2.56583690643,11,55.4496688843,22.6995182037
