kernel;n_rays;time;Rps;Rps/Eur;Rps/W;n_blocks;n_threads
OpenVDB;196;0.000286124;685018;1712.54;4566.78;1;1
NanoVDB_CPU;196;5.4621e-05;3.58836e+06;8970.91;23922.4;1;1
NanoVDB_GPU;196;0.00062454;313831;784.577;627.662;256;256
OpenVDB;225;0.000279094;806180;2015.45;5374.53;1;1
NanoVDB_CPU;225;6.8371e-05;3.29087e+06;8227.17;21939.1;1;1
NanoVDB_GPU;225;0.000891384;252416;631.041;504.833;256;256
OpenVDB;256;0.000307049;833743;2084.36;5558.29;1;1
NanoVDB_CPU;256;5.2746e-05;4.85345e+06;12133.6;32356.3;1;1
NanoVDB_GPU;256;0.000503517;508424;1271.06;1016.85;256;256
OpenVDB;289;0.000270213;1.06953e+06;2673.82;7130.18;1;1
NanoVDB_CPU;289;5.6763e-05;5.09134e+06;12728.4;33942.3;1;1
NanoVDB_GPU;289;0.000907705;318385;795.963;636.771;256;256
OpenVDB;361;0.000274782;1.31377e+06;3284.42;8758.46;1;1
NanoVDB_CPU;361;6.1768e-05;5.84445e+06;14611.1;38963;1;1
NanoVDB_GPU;361;0.000928309;388879;972.198;777.758;256;256
OpenVDB;400;0.000252578;1.58367e+06;3959.17;10557.8;1;1
NanoVDB_CPU;400;7.4243e-05;5.38771e+06;13469.3;35918.1;1;1
NanoVDB_GPU;400;0.000524495;762638;1906.6;1525.28;256;256
OpenVDB;441;0.000298299;1.47838e+06;3695.96;9855.88;1;1
NanoVDB_CPU;441;6.6857e-05;6.59617e+06;16490.4;43974.5;1;1
NanoVDB_GPU;441;0.00179727;245373;613.432;490.745;256;256
OpenVDB;529;0.000284735;1.85787e+06;4644.67;12385.8;1;1
NanoVDB_CPU;529;8.4023e-05;6.2959e+06;15739.7;41972.6;1;1
NanoVDB_GPU;529;0.00181164;292001;730.002;584.001;256;256
OpenVDB;576;0.00027214;2.11656e+06;5291.39;14110.4;1;1
NanoVDB_CPU;576;8.1485e-05;7.06879e+06;17672;47125.2;1;1
NanoVDB_GPU;576;0.00123087;467960;1169.9;935.92;256;256
OpenVDB;676;0.000269894;2.50469e+06;6261.72;16697.9;1;1
NanoVDB_CPU;676;9.2876e-05;7.27852e+06;18196.3;48523.5;1;1
NanoVDB_GPU;676;0.00155583;434495;1086.24;868.99;256;256
OpenVDB;729;0.000279557;2.6077e+06;6519.24;17384.6;1;1
NanoVDB_CPU;729;0.000100518;7.25243e+06;18131.1;48349.5;1;1
NanoVDB_GPU;729;0.00178104;409312;1023.28;818.624;256;256
OpenVDB;841;0.000284921;2.9517e+06;7379.24;19678;1;1
NanoVDB_CPU;841;0.000106348;7.908e+06;19770;52720;1;1
NanoVDB_GPU;841;0.00170747;492541;1231.35;985.082;256;256
OpenVDB;961;0.000371269;2.58842e+06;6471.05;17256.1;1;1
NanoVDB_CPU;961;0.000133141;7.21791e+06;18044.8;48119.4;1;1
NanoVDB_GPU;961;0.0018064;531996;1329.99;1063.99;256;256
OpenVDB;1089;0.00033837;3.21837e+06;8045.93;21455.8;1;1
NanoVDB_CPU;1089;0.000146621;7.42731e+06;18568.3;49515.4;1;1
NanoVDB_GPU;1089;0.00171304;635711;1589.28;1271.42;256;256
OpenVDB;1225;0.000386577;3.16884e+06;7922.1;21125.6;1;1
NanoVDB_CPU;1225;0.000158962;7.70624e+06;19265.6;51375;1;1
NanoVDB_GPU;1225;0.00177908;688560;1721.4;1377.12;256;256
OpenVDB;1369;0.000405273;3.37797e+06;8444.92;22519.8;1;1
NanoVDB_CPU;1369;0.000185586;7.37663e+06;18441.6;49177.6;1;1
NanoVDB_GPU;1369;0.00177515;771201;1928;1542.4;256;256
OpenVDB;1600;0.000987627;1.62004e+06;4050.11;10800.3;1;1
NanoVDB_CPU;1600;0.000176759;9.05187e+06;22629.7;60345.8;1;1
NanoVDB_GPU;1600;0.00133453;1.19893e+06;2997.32;2397.86;256;256
OpenVDB;1764;0.000413651;4.26446e+06;10661.2;28429.8;1;1
NanoVDB_CPU;1764;0.000201758;8.74315e+06;21857.9;58287.7;1;1
NanoVDB_GPU;1764;0.00166043;1.06238e+06;2655.94;2124.75;256;256
OpenVDB;2025;0.000464362;4.36082e+06;10902.1;29072.1;1;1
NanoVDB_CPU;2025;0.000256666;7.88963e+06;19724.1;52597.5;1;1
NanoVDB_GPU;2025;0.00183781;1.10185e+06;2754.63;2203.71;256;256
OpenVDB;2304;0.000549669;4.19161e+06;10479;27944.1;1;1
NanoVDB_CPU;2304;0.000237216;9.71267e+06;24281.7;64751.1;1;1
NanoVDB_GPU;2304;0.00130527;1.76515e+06;4412.87;3530.3;256;256
OpenVDB;2601;0.00051558;5.0448e+06;12612;33632;1;1
NanoVDB_CPU;2601;0.000287577;9.04453e+06;22611.3;60296.9;1;1
NanoVDB_GPU;2601;0.00193828;1.34191e+06;3354.77;2683.82;256;256
OpenVDB;3025;0.000635864;4.75731e+06;11893.3;31715.4;1;1
NanoVDB_CPU;3025;0.000324983;9.30818e+06;23270.4;62054.5;1;1
NanoVDB_GPU;3025;0.00186848;1.61896e+06;4047.41;3237.93;256;256
OpenVDB;3364;0.000631117;5.33023e+06;13325.6;35534.9;1;1
NanoVDB_CPU;3364;0.000334129;1.0068e+07;25169.9;67119.8;1;1
NanoVDB_GPU;3364;0.00169436;1.98541e+06;4963.53;3970.82;256;256
OpenVDB;3844;0.00220784;1.74107e+06;4352.67;11607.1;1;1
NanoVDB_CPU;3844;0.000382348;1.00537e+07;25134.2;67024.5;1;1
NanoVDB_GPU;3844;0.00170767;2.25103e+06;5627.56;4502.05;256;256
OpenVDB;4356;0.00101632;4.28604e+06;10715.1;28573.6;1;1
NanoVDB_CPU;4356;0.000456845;9.53496e+06;23837.4;63566.4;1;1
NanoVDB_GPU;4356;0.0017639;2.46952e+06;6173.81;4939.05;256;256
OpenVDB;4900;0.00101085;4.84742e+06;12118.5;32316.1;1;1
NanoVDB_CPU;4900;0.000499637;9.80712e+06;24517.8;65380.8;1;1
NanoVDB_GPU;4900;0.00178543;2.74444e+06;6861.1;5488.88;256;256
OpenVDB;5625;0.00100126;5.61792e+06;14044.8;37452.8;1;1
NanoVDB_CPU;5625;0.00057059;9.85822e+06;24645.5;65721.4;1;1
NanoVDB_GPU;5625;0.00190998;2.94506e+06;7362.66;5890.13;256;256
OpenVDB;6400;0.00108315;5.90868e+06;14771.7;39391.2;1;1
NanoVDB_CPU;6400;0.000591596;1.08182e+07;27045.5;72121.3;1;1
NanoVDB_GPU;6400;0.00149021;4.29471e+06;10736.8;8589.42;256;256
OpenVDB;7225;0.001164;6.20703e+06;15517.6;41380.2;1;1
NanoVDB_CPU;7225;0.000703378;1.02719e+07;25679.6;68479.1;1;1
NanoVDB_GPU;7225;0.00194976;3.70559e+06;9263.98;7411.19;256;256
OpenVDB;8100;0.00119868;6.75745e+06;16893.6;45049.7;1;1
NanoVDB_CPU;8100;0.00073964;1.09513e+07;27378.2;73008.5;1;1
NanoVDB_GPU;8100;0.00184847;4.382e+06;10955;8764;256;256
OpenVDB;9216;0.00139864;6.58927e+06;16473.2;43928.5;1;1
NanoVDB_CPU;9216;0.000818617;1.1258e+07;28145;75053.4;1;1
NanoVDB_GPU;9216;0.00151479;6.08401e+06;15210;12168;256;256
OpenVDB;10404;0.00150479;6.91391e+06;17284.8;46092.7;1;1
NanoVDB_CPU;10404;0.000949828;1.09536e+07;27383.9;73023.7;1;1
NanoVDB_GPU;10404;0.00187132;5.55971e+06;13899.3;11119.4;256;256
OpenVDB;11881;0.00181724;6.53795e+06;16344.9;43586.3;1;1
NanoVDB_CPU;11881;0.00105503;1.12613e+07;28153.3;75075.6;1;1
NanoVDB_GPU;11881;0.00193828;6.12967e+06;15324.2;12259.3;256;256
OpenVDB;13456;0.00196322;6.85406e+06;17135.1;45693.7;1;1
NanoVDB_CPU;13456;0.00114245;1.17782e+07;29445.6;78521.7;1;1
NanoVDB_GPU;13456;0.00166574;8.07808e+06;20195.2;16156.2;256;256
OpenVDB;15129;0.00195262;7.74804e+06;19370.1;51653.6;1;1
NanoVDB_CPU;15129;0.00131028;1.15464e+07;28865.9;76975.9;1;1
NanoVDB_GPU;15129;0.00194715;7.76984e+06;19424.6;15539.7;256;256
OpenVDB;17161;0.00228288;7.51728e+06;18793.2;50115.2;1;1
NanoVDB_CPU;17161;0.00147533;1.1632e+07;29080;77546.5;1;1
NanoVDB_GPU;17161;0.00193916;8.84973e+06;22124.3;17699.5;256;256
OpenVDB;19600;0.00237158;8.26452e+06;20661.3;55096.8;1;1
NanoVDB_CPU;19600;0.00160536;1.22091e+07;30522.8;81394;1;1
NanoVDB_GPU;19600;0.00179653;1.09099e+07;27274.8;21819.8;256;256
OpenVDB;22201;0.00273131;8.12832e+06;20320.8;54188.8;1;1
NanoVDB_CPU;22201;0.0018374;1.20828e+07;30207;80552.1;1;1
NanoVDB_GPU;22201;0.0019322;1.149e+07;28725;22980;256;256
OpenVDB;24964;0.00300403;8.31017e+06;20775.4;55401.2;1;1
NanoVDB_CPU;24964;0.00206926;1.20642e+07;30160.6;80428.3;1;1
NanoVDB_GPU;24964;0.00233307;1.07001e+07;26750.1;21400.1;256;256
OpenVDB;28561;0.00325044;8.78682e+06;21967;58578.8;1;1
NanoVDB_CPU;28561;0.00232812;1.22678e+07;30669.6;81785.7;1;1
NanoVDB_GPU;28561;0.00271528;1.05186e+07;26296.6;21037.3;256;256
OpenVDB;32400;0.00369677;8.76441e+06;21911;58429.4;1;1
NanoVDB_CPU;32400;0.00260661;1.24299e+07;31074.8;82866.2;1;1
NanoVDB_GPU;32400;0.00236596;1.36942e+07;34235.6;27388.4;256;256
OpenVDB;36481;0.00416203;8.7652e+06;21913;58434.7;1;1
NanoVDB_CPU;36481;0.00402408;9.06567e+06;22664.2;60437.8;1;1
NanoVDB_GPU;36481;0.00267799;1.36225e+07;34056.3;27245.1;256;256
OpenVDB;41209;0.00505458;8.15281e+06;20382;54352.1;1;1
NanoVDB_CPU;41209;0.00331659;1.24251e+07;31062.8;82834.1;1;1
NanoVDB_GPU;41209;0.00274448;1.50152e+07;37538;30030.4;256;256
OpenVDB;47089;0.00524975;8.96977e+06;22424.4;59798.5;1;1
NanoVDB_CPU;47089;0.0037227;1.26492e+07;31622.9;84327.7;1;1
NanoVDB_GPU;47089;0.00268354;1.75473e+07;43868.3;35094.6;256;256
OpenVDB;52900;0.00572551;9.23935e+06;23098.4;61595.7;1;1
NanoVDB_CPU;52900;0.00416639;1.26968e+07;31742.1;84645.6;1;1
NanoVDB_GPU;52900;0.00350272;1.51025e+07;37756.4;30205.1;256;256
OpenVDB;60025;0.00630551;9.51945e+06;23798.6;63463;1;1
NanoVDB_CPU;60025;0.00465887;1.2884e+07;32210;85893.4;1;1
NanoVDB_GPU;60025;0.00374554;1.60257e+07;40064.4;32051.5;256;256
OpenVDB;68121;0.0071102;9.58074e+06;23951.9;63871.6;1;1
NanoVDB_CPU;68121;0.00533622;1.27658e+07;31914.4;85105.2;1;1
NanoVDB_GPU;68121;0.00435189;1.56532e+07;39133;31306.4;256;256
OpenVDB;77284;0.00800862;9.65011e+06;24125.3;64334;1;1
NanoVDB_CPU;77284;0.00594528;1.29992e+07;32498;86661.4;1;1
NanoVDB_GPU;77284;0.00493666;1.56551e+07;39137.8;31310.3;256;256
OpenVDB;87616;0.0090032;9.73165e+06;24329.1;64877.7;1;1
NanoVDB_CPU;87616;0.00668619;1.3104e+07;32760;87360.1;1;1
NanoVDB_GPU;87616;0.00456256;1.92033e+07;48008.2;38406.6;256;256
OpenVDB;99225;0.0103555;9.58182e+06;23954.5;63878.8;1;1
NanoVDB_CPU;99225;0.00746777;1.32871e+07;33217.8;88580.7;1;1
NanoVDB_GPU;99225;0.00588433;1.68626e+07;42156.4;33725.1;256;256
OpenVDB;112225;0.0113434;9.89342e+06;24733.6;65956.2;1;1
NanoVDB_CPU;112225;0.00850176;1.32002e+07;33000.5;88001.3;1;1
NanoVDB_GPU;112225;0.00582044;1.92812e+07;48203;38562.4;256;256
OpenVDB;127449;0.0130553;9.76228e+06;24405.7;65081.8;1;1
NanoVDB_CPU;127449;0.00946807;1.34609e+07;33652.3;89739.5;1;1
NanoVDB_GPU;127449;0.00685405;1.85947e+07;46486.8;37189.4;256;256
OpenVDB;144400;0.014602;9.88905e+06;24722.6;65927;1;1
NanoVDB_CPU;144400;0.0105113;1.37376e+07;34344;91584.1;1;1
NanoVDB_GPU;144400;0.00728858;1.98118e+07;49529.6;39623.6;256;256
OpenVDB;163216;0.0172922;9.43873e+06;23596.8;62924.9;1;1
NanoVDB_CPU;163216;0.0118637;1.37576e+07;34394.1;91717.5;1;1
NanoVDB_GPU;163216;0.00867006;1.88253e+07;47063.1;37650.5;256;256
OpenVDB;184900;0.0187132;9.88075e+06;24701.9;65871.7;1;1
NanoVDB_CPU;184900;0.0133576;1.38423e+07;34605.8;92282.1;1;1
NanoVDB_GPU;184900;0.0100465;1.84045e+07;46011.2;36809;256;256
OpenVDB;209764;0.0209326;1.00209e+07;25052.3;66806.1;1;1
NanoVDB_CPU;209764;0.0151223;1.38712e+07;34677.9;92474.4;1;1
NanoVDB_GPU;209764;0.0114577;1.83077e+07;45769.3;36615.5;256;256
OpenVDB;237169;0.0235461;1.00726e+07;25181.4;67150.4;1;1
NanoVDB_CPU;237169;0.0170757;1.38892e+07;34723.1;92594.9;1;1
NanoVDB_GPU;237169;0.0122582;1.93478e+07;48369.4;38695.6;256;256
OpenVDB;268324;0.0265059;1.01232e+07;25308;67488;1;1
NanoVDB_CPU;268324;0.0192497;1.39391e+07;34847.8;92927.5;1;1
NanoVDB_GPU;268324;0.0141092;1.90177e+07;47544.2;38035.3;256;256
OpenVDB;304704;0.0329406;9.25011e+06;23125.3;61667.4;1;1
NanoVDB_CPU;304704;0.0216236;1.40913e+07;35228.1;93941.7;1;1
NanoVDB_GPU;304704;0.0150136;2.02953e+07;50738.1;40590.5;256;256
OpenVDB;344569;0.0338059;1.01926e+07;25481.5;67950.5;1;1
NanoVDB_CPU;344569;0.0242994;1.41802e+07;35450.4;94534.4;1;1
NanoVDB_GPU;344569;0.0168498;2.04494e+07;51123.6;40898.9;256;256
OpenVDB;390625;0.0379983;1.02801e+07;25700.2;68533.8;1;1
NanoVDB_CPU;390625;0.0273715;1.42713e+07;35678.1;95141.7;1;1
NanoVDB_GPU;390625;0.0181486;2.15237e+07;53809.3;43047.4;256;256
OpenVDB;442225;0.042965;1.02927e+07;25731.7;68617.8;1;1
NanoVDB_CPU;442225;0.0305988;1.44523e+07;36130.9;96349;1;1
NanoVDB_GPU;442225;0.0211644;2.08948e+07;52236.9;41789.5;256;256
OpenVDB;501264;0.0484679;1.03422e+07;25855.5;68947.9;1;1
NanoVDB_CPU;501264;0.0348348;1.43897e+07;35974.3;95931.6;1;1
NanoVDB_GPU;501264;0.023293;2.15199e+07;53799.8;43039.8;256;256
OpenVDB;568516;0.0567966;1.00097e+07;25024.2;66731.3;1;1
NanoVDB_CPU;568516;0.0405548;1.40185e+07;35046.2;93456.5;1;1
NanoVDB_GPU;568516;0.0264452;2.14979e+07;53744.8;42995.8;256;256
OpenVDB;643204;0.0619836;1.0377e+07;25942.5;69180;1;1
NanoVDB_CPU;643204;0.0444502;1.44702e+07;36175.5;96468;1;1
NanoVDB_GPU;643204;0.0297097;2.16497e+07;54124.2;43299.3;256;256
OpenVDB;729316;0.0702305;1.03846e+07;25961.5;69230.7;1;1
NanoVDB_CPU;729316;0.0504048;1.44692e+07;36172.9;96461.1;1;1
NanoVDB_GPU;729316;0.0346325;2.10587e+07;52646.8;42117.4;256;256
OpenVDB;824464;0.0784146;1.05142e+07;26285.4;70094.4;1;1
NanoVDB_CPU;824464;0.0567321;1.45326e+07;36331.5;96883.9;1;1
NanoVDB_GPU;824464;0.0358043;2.30269e+07;57567.3;46053.9;256;256
OpenVDB;935089;0.088921;1.0516e+07;26289.9;70106.4;1;1
NanoVDB_CPU;935089;0.0642525;1.45533e+07;36383.4;97022.3;1;1
NanoVDB_GPU;935089;0.0411251;2.27377e+07;56844.2;45475.3;256;256
OpenVDB;1058841;0.100337;1.05528e+07;26382.1;70352.2;1;1
NanoVDB_CPU;1058841;0.0724821;1.46083e+07;36520.8;97388.7;1;1
NanoVDB_GPU;1058841;0.04564;2.31998e+07;57999.6;46399.7;256;256
OpenVDB;1199025;0.117354;1.02171e+07;25542.9;68114.3;1;1
NanoVDB_CPU;1199025;0.0821229;1.46004e+07;36501;97335.9;1;1
NanoVDB_GPU;1199025;0.05069;2.36541e+07;59135.2;47308.1;256;256
OpenVDB;1359556;0.143438;9.47833e+06;23695.8;63188.9;1;1
NanoVDB_CPU;1359556;0.092442;1.47071e+07;36767.8;98047.5;1;1
NanoVDB_GPU;1359556;0.056043;2.42592e+07;60647.9;48518.3;256;256
OpenVDB;1540081;0.145252;1.06029e+07;26507.1;70685.7;1;1
NanoVDB_CPU;1540081;0.104257;1.47719e+07;36929.7;98479.3;1;1
NanoVDB_GPU;1540081;0.0619612;2.48556e+07;62139;49711.2;256;256
OpenVDB;1742400;0.164015;1.06234e+07;26558.5;70822.7;1;1
NanoVDB_CPU;1742400;0.117918;1.47763e+07;36940.8;98508.8;1;1
NanoVDB_GPU;1742400;0.0685879;2.54039e+07;63509.8;50807.8;256;256
OpenVDB;1974025;0.184807;1.06816e+07;26703.9;71210.3;1;1
NanoVDB_CPU;1974025;0.133696;1.4765e+07;36912.5;98433.4;1;1
NanoVDB_GPU;1974025;0.0727889;2.71199e+07;67799.7;54239.8;256;256
OpenVDB;2235025;0.208894;1.06993e+07;26748.3;71328.8;1;1
NanoVDB_CPU;2235025;0.151091;1.47925e+07;36981.3;98616.9;1;1
NanoVDB_GPU;2235025;0.0848995;2.63255e+07;65813.8;52651.1;256;256
OpenVDB;2534464;0.236959;1.06958e+07;26739.5;71305.4;1;1
NanoVDB_CPU;2534464;0.170659;1.4851e+07;37127.5;99006.7;1;1
NanoVDB_GPU;2534464;0.0941955;2.69064e+07;67266.1;53812.8;256;256
OpenVDB;2869636;0.266166;1.07814e+07;26953.5;71875.9;1;1
NanoVDB_CPU;2869636;0.193407;1.48373e+07;37093.2;98915.1;1;1
NanoVDB_GPU;2869636;0.106817;2.68649e+07;67162.3;53729.9;256;256
OpenVDB;3250809;0.302384;1.07506e+07;26876.5;71670.7;1;1
NanoVDB_CPU;3250809;0.218699;1.48643e+07;37160.7;99095.2;1;1
NanoVDB_GPU;3250809;0.115824;2.80668e+07;70167.1;56133.7;256;256
OpenVDB;3682561;0.341441;1.07853e+07;26963.4;71902.3;1;1
NanoVDB_CPU;3682561;0.24751;1.48784e+07;37196.1;99189.5;1;1
NanoVDB_GPU;3682561;0.12746;2.88919e+07;72229.7;57783.8;256;256
OpenVDB;4169764;0.386934;1.07764e+07;26941.1;71842.9;1;1
NanoVDB_CPU;4169764;0.279398;1.49241e+07;37310.2;99493.8;1;1
NanoVDB_GPU;4169764;0.129223;3.22681e+07;80670.2;64536.2;256;256
OpenVDB;4721929;0.44064;1.07161e+07;26790.2;71440.4;1;1
NanoVDB_CPU;4721929;0.316436;1.49222e+07;37305.6;99481.5;1;1
NanoVDB_GPU;4721929;0.154406;3.05813e+07;76453.1;61162.5;256;256
OpenVDB;5349969;0.562804;9.50591e+06;23764.8;63372.8;1;1
NanoVDB_CPU;5349969;0.381459;1.4025e+07;35062.5;93500;1;1
NanoVDB_GPU;5349969;0.174151;3.07202e+07;76800.5;61440.4;256;256
OpenVDB;6061444;0.55996;1.08248e+07;27062;72165.2;1;1
NanoVDB_CPU;6061444;0.404238;1.49948e+07;37486.9;99965;1;1
NanoVDB_GPU;6061444;0.166712;3.63587e+07;90896.9;72717.5;256;256
OpenVDB;6864400;0.630238;1.08917e+07;27229.4;72611.7;1;1
NanoVDB_CPU;6864400;0.46964;1.46163e+07;36540.7;97442;1;1
NanoVDB_GPU;6864400;0.196407;3.495e+07;87374.9;69899.9;256;256
OpenVDB;7772944;0.710325;1.09428e+07;27357;72952;1;1
NanoVDB_CPU;7772944;0.595939;1.30432e+07;32608;86954.6;1;1
NanoVDB_GPU;7772944;0.210057;3.7004e+07;92509.9;74007.9;256;256
OpenVDB;8803089;0.799693;1.10081e+07;27520.2;73387.3;1;1
NanoVDB_CPU;8803089;0.588609;1.49558e+07;37389.4;99705;1;1
NanoVDB_GPU;8803089;0.205233;4.28931e+07;107233;85786.2;256;256
OpenVDB;9972964;0.909628;1.09638e+07;27409.5;73091.9;1;1
NanoVDB_CPU;9972964;0.661953;1.5066e+07;37664.9;100440;1;1
NanoVDB_GPU;9972964;0.253127;3.93991e+07;98497.7;78798.1;256;256
OpenVDB;11296321;1.03021;1.0965e+07;27412.6;73100.3;1;1
NanoVDB_CPU;11296321;0.745978;1.5143e+07;37857.4;100953;1;1
NanoVDB_GPU;11296321;0.243531;4.63856e+07;115964;92771.2;256;256
OpenVDB;12794929;1.1652;1.09809e+07;27452.3;73206.2;1;1
NanoVDB_CPU;12794929;0.845939;1.51251e+07;37812.8;100834;1;1
NanoVDB_GPU;12794929;0.283851;4.50763e+07;112691;90152.6;256;256
OpenVDB;14493249;1.31964;1.09828e+07;27456.9;73218.5;1;1
NanoVDB_CPU;14493249;0.946209;1.53172e+07;38293;102115;1;1
NanoVDB_GPU;14493249;0.327255;4.42873e+07;110718;88574.6;256;256
OpenVDB;16410601;1.49312;1.09908e+07;27476.9;73271.9;1;1
NanoVDB_CPU;16410601;1.08129;1.51769e+07;37942.2;101179;1;1
NanoVDB_GPU;16410601;0.293021;5.60048e+07;140012;112010;256;256
OpenVDB;18593344;1.69492;1.097e+07;27425.1;73133.6;1;1
NanoVDB_CPU;18593344;1.22259;1.52081e+07;38020.3;101387;1;1
NanoVDB_GPU;18593344;0.31653;5.87412e+07;146853;117482;256;256
OpenVDB;21058921;1.91753;1.09823e+07;27455.7;73215.3;1;1
NanoVDB_CPU;21058921;1.50717;1.39725e+07;34931.3;93150;1;1
NanoVDB_GPU;21058921;0.342252;6.15305e+07;153826;123061;256;256
OpenVDB;23853456;2.15365;1.10758e+07;27689.6;73839;1;1
NanoVDB_CPU;23853456;1.59766;1.49303e+07;37325.7;99535.1;1;1
NanoVDB_GPU;23853456;0.370753;6.43379e+07;160845;128676;256;256
OpenVDB;27019204;2.46632;1.09553e+07;27388.2;73035.2;1;1
NanoVDB_CPU;27019204;1.74453;1.5488e+07;38720;103253;1;1
NanoVDB_GPU;27019204;0.376394;7.17843e+07;179461;143569;256;256
OpenVDB;30603024;2.87124;1.06585e+07;26646.1;71056.4;1;1
NanoVDB_CPU;30603024;2.18749;1.399e+07;34975;93266.6;1;1
NanoVDB_GPU;30603024;0.418942;7.30483e+07;182621;146097;256;256
OpenVDB;34656769;3.23596;1.07099e+07;26774.8;71399.4;1;1
NanoVDB_CPU;34656769;2.23667;1.54948e+07;38737;103299;1;1
NanoVDB_GPU;34656769;0.441557;7.84876e+07;196219;156975;256;256
OpenVDB;39250225;3.52809;1.11251e+07;27812.6;74167;1;1
