x;y;z
6;2.4;2.9;38.9782
5.9;2.6;2.9;38.825
5.8;2.8;2.9;38.7537
5.7;3;2.9;38.7668
5.6;3.2;2.9;38.8672
5.4;3.4;2.9;38.7835
5.3;3.6;2.9;39.0183
5.2;3.7;2.9;38.3826
5.1;3.9;2.9;38.8452
4.9;4.1;2.9;38.3447
4.8;4.2;2.9;38.6483
4.6;4.5;2.9;39.428
4.5;4.6;2.9;38.7891
4.3;4.8;2.9;39.2028
4.1;4.9;2.9;38.5048
4;5;2.9;38.869
3.8;5.2;2.9;38.8286
3.6;5.3;2.9;38.4375
3.4;5.4;2.9;38.2958
3.2;5.6;2.9;39.2244
3;5.7;2.9;39.0954
2.8;5.8;2.9;39.0553
2.6;5.9;2.9;39.1007
2.4;6;2.9;39.2292
2.2;6;2.9;38.2958
2;6.1;2.9;38.5709
1.8;6.2;2.9;38.9515
1.5;6.2;2.9;38.2958
1.3;6.3;2.9;38.8197
1.1;6.3;2.9;38.3241
0.9;6.4;2.9;39.0288
0.7;6.4;2.9;38.7067
0.5;6.4;2.9;38.4721
0.2;6.4;2.9;38.3234
0;6.4;2.9;38.2958
-0.2;6.4;2.9;38.2958
-0.4;6.4;2.9;38.3871
-0.7;6.4;2.9;38.5786
-0.9;6.4;2.9;38.8567
-1.1;6.3;2.9;38.2958
-1.3;6.3;2.9;38.5604
-1.5;6.2;2.9;38.2958
-1.8;6.2;2.9;38.6013
-2;6.1;2.8;38.1764
-2.2;6;2.9;38.2958
-2.4;6;2.9;38.7344
-2.6;5.9;2.9;38.5568
-2.8;5.8;2.9;38.46
-3;5.7;2.9;38.4465
-3.2;5.6;2.9;38.5189
-3.4;5.4;2.9;38.2958
-3.6;5.3;2.9;38.2958
-3.8;5.2;2.8;38.2831
-3.9;5.1;2.9;38.3743
-4.1;4.9;2.9;38.2958
-4.3;4.8;2.8;38.1075
-4.5;4.6;2.9;38.4822
-4.6;4.5;2.8;38.1667
-4.8;4.3;2.8;38.2764
-4.9;4.1;2.9;38.2958
-5;4;2.9;38.2958
-5.2;3.8;2.8;37.9148
-5.3;3.6;2.9;38.2958
-5.4;3.4;2.9;38.2958
-5.6;3.2;2.9;38.3122
-5.7;3;2.8;38.1793
-5.8;2.8;2.8;38.1343
-5.9;2.6;2.8;38.1741
-6;2.4;2.8;38.2958
-6;2.2;2.9;38.2958
-6.1;2;2.8;37.6176
-6.2;1.8;2.8;37.9886
-6.2;1.6;2.9;38.2958
-6.3;1.4;2.8;37.8318
-6.3;1.2;2.9;38.2958
-6.4;0.9;2.8;38.0119
-6.4;0.7;2.8;37.6731
-6.4;0.5;2.8;37.4207
-6.4;0.3;2.9;38.2958
-6.5;0.1;2.8;38.2678
-6.5;-0.2;2.8;38.2678
-6.4;-0.4;2.9;38.2958
-6.4;-0.6;2.8;37.4207
-6.4;-0.8;2.8;37.6731
-6.4;-1;2.8;38.0119
-6.3;-1.3;2.8;37.4177
-6.3;-1.5;2.8;37.8318
-6.2;-1.7;2.8;37.2994
-6.2;-1.9;2.8;37.9886
-6.1;-2.1;2.8;37.6176
-6;-2.3;2.8;37.3226
-6;-2.5;2.8;38.2958
-5.9;-2.7;2.8;38.1741
-5.8;-2.9;2.8;38.1343
-5.7;-3.1;2.8;38.1792
-5.5;-3.3;2.9;38.2958
-5.4;-3.5;2.8;37.2311
-5.3;-3.7;2.8;37.5228
-5.1;-3.9;2.8;37.6459
-5;-4.1;2.8;38.101
-4.9;-4.2;2.8;37.5802
-4.7;-4.4;2.8;37.5241
-4.6;-4.5;2.8;37.5604
-4.4;-4.7;2.8;37.3402
-4.3;-4.8;2.8;37.8985
-4.1;-5;2.8;37.4933
-3.9;-5.1;2.8;36.9944
-3.7;-5.3;2.8;37.9474
-3.5;-5.4;2.8;37.6234
-3.4;-5.5;2.8;37.6786
-3.2;-5.6;2.8;37.4584
-3;-5.7;2.8;37.2983
-2.8;-5.8;2.8;37.2452
-2.6;-5.9;2.8;37.3609
-2.4;-6;2.8;37.5555
-2.2;-6.1;2.8;37.8277
-2;-6.1;2.8;37.7355
-1.7;-6.2;2.8;37.4626
-1.5;-6.3;2.8;37.9738
-1.3;-6.3;2.8;37.4404
-1.1;-6.4;2.8;38.1104
-0.9;-6.4;2.8;37.7496
-0.7;-6.4;2.8;37.4758
-0.4;-6.4;2.9;38.2958
-0.2;-6.5;2.8;38.2811
0;-6.5;2.8;38.2599
0.2;-6.4;2.9;38.2958
0.4;-6.4;2.9;38.2958
0.7;-6.4;2.8;37.602
0.9;-6.4;2.8;37.919
1.1;-6.3;2.9;38.2958
1.3;-6.3;2.8;37.6956
1.5;-6.3;2.8;38.2756
1.7;-6.2;2.8;37.8071
2;-6.1;2.8;37.5644
2.2;-6.1;2.8;38.2675
2.4;-6;2.8;38.042
2.6;-5.9;2.8;37.8956
2.8;-5.8;2.8;37.8302
3;-5.7;2.8;37.8481
3.2;-5.6;2.8;37.9525
3.4;-5.5;2.8;38.1474
3.6;-5.3;2.9;38.2958
3.7;-5.2;2.9;38.2958
3.9;-5.1;2.8;37.9293
4.1;-4.9;2.9;38.2958
4.3;-4.8;2.8;38.1854
4.4;-4.7;2.9;38.5023
4.6;-4.5;2.8;37.9138
4.8;-4.3;2.9;38.6483
4.9;-4.1;2.9;38.2958
5;-4;2.9;38.2958
5.2;-3.8;2.9;38.3826
5.3;-3.6;2.9;38.2958
5.4;-3.4;2.9;38.2958
5.5;-3.3;2.9;38.6113
5.6;-3.1;2.9;38.5075
5.7;-2.9;2.9;38.4801
5.8;-2.7;2.9;38.54
5.9;-2.5;2.9;38.7024
6;-2.2;2.9;38.2958
6.1;-2;2.9;38.3704
6.2;-1.8;2.9;38.7733
6.2;-1.6;2.9;38.2958
6.3;-1.4;2.9;38.6872
6.3;-1.2;2.9;38.2958
6.4;-0.9;2.9;38.94
6.4;-0.7;2.9;38.6399
6.4;-0.5;2.9;38.4269
6.4;-0.3;2.9;38.2996
6.5;0;2.6;38.2925
6.5;0.2;2.6;38.3349
6.5;0.4;2.6;38.4622
6.5;0.6;2.6;38.6754
6.4;0.9;2.7;38.9261
6.4;1.1;2.7;38.9261
6.4;1.3;2.6;38.7399
6.3;1.5;2.7;38.9261
6.3;1.7;2.6;38.844
6.2;2;2.6;38.459
6.1;2.2;2.7;38.9261
6;2.4;2.7;38.9261
6;2.6;2.7;38.953
5.9;2.8;2.6;38.9019
5.8;3;2.7;38.9361
5.7;3.2;2.7;39.0586
5.5;3.4;2.7;38.9261
5.4;3.6;2.7;38.9261
5.3;3.8;2.6;38.6679
5.1;4;2.7;38.9261
5;4.1;2.7;38.9261
4.9;4.3;2.7;39.0462
4.7;4.5;2.6;38.37
4.5;4.7;2.7;38.9623
4.4;4.8;2.6;38.7482
4.2;5;2.6;38.8724
4;5.1;2.7;38.9261
3.8;5.3;2.7;39.1158
3.6;5.4;2.7;38.9261
3.5;5.5;2.6;38.7931
3.3;5.6;2.6;38.6669
3.1;5.7;2.7;38.9261
2.9;5.8;2.7;38.9261
2.7;5.9;2.7;38.9261
2.4;6;2.7;38.9261
2.2;6.1;2.7;38.9261
2;6.2;2.6;38.6598
1.8;6.3;2.7;39.0224
1.6;6.3;2.6;38.3458
1.4;6.4;2.6;38.8726
1.1;6.4;2.7;38.9261
0.9;6.4;2.7;38.9261
0.7;6.5;2.6;38.7422
0.5;6.5;2.6;38.5074
0.2;6.5;2.6;38.3587
0;6.5;2.6;38.2951
-0.2;6.5;2.6;38.3163
-0.4;6.5;2.6;38.4224
-0.7;6.5;2.6;38.614
-0.9;6.5;2.6;38.8923
-1.1;6.4;2.7;38.9261
-1.3;6.4;2.6;38.6131
-1.6;6.3;2.6;38.0437
-1.8;6.3;2.6;38.6718
-2;6.2;2.6;38.2647
-2.2;6.1;2.7;38.9261
-2.4;6.1;2.6;38.8425
-2.6;6;2.6;38.6842
-2.8;5.9;2.6;38.6076
-3;5.8;2.6;38.615
-3.3;5.6;2.6;38.6314
-3.5;5.5;2.6;38.7212
-3.7;5.4;2.6;38.8819
-3.8;5.3;2.6;38.231
-4;5.2;2.6;38.6857
-4.2;5;2.6;38.0299
-4.4;4.8;2.6;38.4972
-4.5;4.7;2.6;37.7927
-4.7;4.5;2.6;38.0474
-4.8;4.4;2.6;38.0816
-5;4.2;2.6;37.9722
-5.2;4;2.6;38.7531
-5.3;3.8;2.6;38.2242
-5.4;3.7;2.6;38.0982
-5.5;3.5;2.6;37.8377
-5.6;3.3;2.6;37.6367
-5.8;3.1;2.6;38.3688
-5.9;2.9;2.6;38.3021
-6;2.7;2.6;38.321
-6;2.5;2.6;37.5558
-6.1;2.3;2.6;37.7738
-6.2;2;2.6;37.724
-6.3;1.8;2.6;38.0768
-6.3;1.6;2.6;37.3866
-6.4;1.4;2.6;37.9016
-6.4;1.2;2.6;37.3906
-6.5;1;2.6;38.0642
-6.5;0.7;2.6;37.7251
-6.5;0.5;2.6;37.4725
-6.5;0.3;2.6;37.305
-6.5;0.1;2.6;37.2215
-6.5;-0.2;2.6;37.2215
-6.5;-0.4;2.6;37.305
-6.5;-0.6;2.6;37.4725
-6.5;-0.8;2.6;37.7251
-6.5;-1.1;2.6;38.0642
-6.4;-1.3;2.6;37.3906
-6.4;-1.5;2.6;37.9016
-6.3;-1.7;2.6;37.3866
-6.3;-1.9;2.6;38.0768
-6.2;-2.1;2.6;37.724
-6.1;-2.3;2.6;37.4478
-6;-2.5;2.6;37.2491
-5.9;-2.8;2.6;37.4486
-5.8;-3;2.6;37.4341
-5.7;-3.2;2.6;37.4999
-5.6;-3.3;2.6;37.2652
-5.5;-3.5;2.6;37.487
-5.4;-3.7;2.6;37.8046
-5.2;-3.9;2.6;36.8738
-5.1;-4.1;2.6;37.3658
-4.9;-4.3;2.6;37.5481
-4.8;-4.4;2.6;37.2299
-4.6;-4.6;2.6;37.1219
-4.5;-4.7;2.6;37.4326
-4.3;-4.9;2.6;37.0636
-4.1;-5.1;2.6;37.8556
-3.9;-5.2;2.6;37.3264
-3.8;-5.3;2.6;37.2365
-3.6;-5.5;2.6;37.8808
-3.4;-5.6;2.6;37.6285
-3.2;-5.7;2.6;37.4689
-3;-5.8;2.6;37.3975
-2.8;-5.9;2.6;37.4109
-2.6;-6;2.6;37.5062
-2.4;-6.1;2.6;37.6812
-2.2;-6.2;2.6;37.9344
-2;-6.2;2.6;37.1314
-1.8;-6.3;2.6;37.55
-1.6;-6.3;2.6;37.8655
-1.3;-6.4;2.6;37.5098
-1.1;-6.5;2.6;38.1627
-0.9;-6.5;2.6;37.8017
-0.7;-6.5;2.6;37.5277
-0.4;-6.5;2.6;37.339
-0.2;-6.5;2.6;37.2346
0;-6.5;2.6;37.2137
0.2;-6.5;2.6;37.2763
0.5;-6.5;2.6;37.4227
0.7;-6.5;2.6;37.6539
0.9;-6.5;2.6;37.9712
1.1;-6.5;2.6;38.3766
1.3;-6.4;2.6;37.7652
1.6;-6.3;2.6;37.4817
1.8;-6.3;2.6;37.895
2;-6.2;2.6;37.5201
2.2;-6.2;2.6;38.3749
2.4;-6.1;2.6;38.1685
2.6;-6;2.6;38.042
2.8;-5.9;2.6;37.9972
3;-5.8;2.6;38.0368
3.2;-5.7;2.6;38.1639
3.4;-5.6;2.6;38.3825
3.6;-5.5;2.6;38.6978
3.8;-5.3;2.6;37.7739
4;-5.2;2.6;38.2658
4.2;-5;2.6;38.2577
4.3;-4.9;2.6;38.1426
4.5;-4.7;2.6;37.735
4.6;-4.6;2.6;38.3644
4.8;-4.4;2.6;37.8095
5;-4.2;2.6;38.3577
5.1;-4.1;2.6;38.5924
5.2;-3.9;2.6;38.2495
5.4;-3.7;2.6;38.2843
5.5;-3.5;2.6;38.0008
5.6;-3.3;2.6;37.812
5.7;-3.1;2.7;38.9261
5.9;-2.9;2.6;38.9019
5.9;-2.7;2.7;38.9261
6;-2.5;2.6;37.9214
6.1;-2.3;2.6;38.1513
6.2;-2.1;2.6;38.459
6.3;-1.8;2.6;38.844
6.3;-1.6;2.6;38.1918
6.4;-1.4;2.6;38.7399
6.4;-1.2;2.6;38.2668
6.4;-1;2.7;38.9261
6.5;-0.7;2.6;38.6754
6.5;-0.5;2.6;38.4622
6.5;-0.3;2.6;38.3349
6.6;0;2.4;38.4103
6.6;0.2;2.4;38.4528
6.6;0.4;2.4;38.5804
6.6;0.6;2.4;38.7939
6.6;0.9;2.4;39.0946
6.5;1.1;2.4;38.4013
6.5;1.3;2.4;38.8753
6.4;1.6;2.4;38.9407
6.4;1.8;2.4;38.9969
6.3;2;2.4;38.6289
6.2;2.2;2.4;38.3387
6.2;2.4;2.4;39.2766
6.1;2.6;2.4;39.1616
6;2.9;2.4;39.1302
5.8;3.1;2.4;38.8039
5.7;3.3;2.4;38.7652
5.6;3.5;2.4;38.8113
5.5;3.7;2.4;38.9334
5.4;3.8;2.4;39.0292
5.2;4.1;2.4;39.3804
5.1;4.2;2.4;38.796
4.9;4.4;2.4;38.4686
4.8;4.5;2.4;38.897
4.6;4.7;2.4;38.3223
4.4;4.9;2.4;38.6372
4.3;5;2.4;38.9594
4.1;5.2;2.4;38.6763
3.9;5.3;2.4;38.2818
3.7;5.5;2.4;39.0349
3.5;5.6;2.4;38.6947
3.3;5.7;2.4;38.4526
3.1;5.8;2.4;38.3033
2.9;6;2.4;39.4333
2.7;6;2.4;38.2675
2.5;6.1;2.4;38.3749
2.3;6.2;2.4;38.5629
2;6.3;2.4;38.8301
1.8;6.4;2.4;39.1756
1.6;6.4;2.4;38.4976
1.4;6.5;2.4;39.0082
1.1;6.5;2.4;38.5112
0.9;6.6;2.4;39.1836
0.7;6.6;2.4;38.8608
0.5;6.6;2.4;38.6256
0.2;6.6;2.4;38.4767
0;6.6;2.4;38.413
-0.2;6.6;2.4;38.4342
-0.5;6.6;2.4;38.5404
-0.7;6.6;2.4;38.7324
-0.9;6.6;2.4;39.0111
-1.1;6.5;2.4;38.297
-1.4;6.5;2.4;38.7482
-1.6;6.4;2.4;38.1949
-1.8;6.4;2.4;38.8243
-2;6.3;2.4;38.4341
-2.2;6.2;2.4;38.1212
-2.5;6.1;2.4;38.2297
-2.7;6;2.4;37.9256
-2.9;6;2.4;38.8349
-3.1;5.8;2.4;37.6671
-3.3;5.7;2.4;37.7547
-3.5;5.6;2.4;37.9373
-3.7;5.5;2.4;38.2139
-3.9;5.3;2.4;38.1478
-4.1;5.2;2.4;38.4303
-4.2;5.1;2.4;38.2907
-4.4;4.9;2.4;37.5506
-4.6;4.7;2.4;38.052
-4.7;4.6;2.4;37.704
-4.9;4.4;2.4;37.7484
-5;4.3;2.4;38.2427
-5.2;4.1;2.4;37.8279
-5.3;3.9;2.4;37.4637
-5.5;3.7;2.4;38.1615
-5.6;3.5;2.4;37.8183
-5.7;3.3;2.4;37.5725
-5.8;3.1;2.4;37.4188
-6;2.9;2.4;38.5487
-6;2.7;2.4;37.3716
-6.1;2.5;2.4;37.4721
-6.2;2.3;2.4;37.6521
-6.3;2.1;2.4;37.9102
-6.3;1.9;2.4;37.7021
-6.4;1.6;2.4;37.5539
-6.5;1.4;2.4;38.0524
-6.5;1.2;2.4;37.5403
-6.5;1;2.4;37.1183
-6.6;0.7;2.4;37.8585
-6.6;0.5;2.4;37.6054
-6.6;0.3;2.4;37.4376
-6.6;0.1;2.4;37.3539
-6.6;-0.2;2.4;37.3539
-6.6;-0.4;2.4;37.4376
-6.6;-0.6;2.4;37.6054
-6.6;-0.8;2.4;37.8585
-6.5;-1.1;2.4;37.1183
-6.5;-1.3;2.4;37.5403
-6.5;-1.5;2.4;38.0524
-6.4;-1.7;2.4;37.5539
-6.3;-1.9;2.4;37.1307
-6.2;-2.2;2.4;37.1811
-6.2;-2.4;2.4;37.6521
-6.1;-2.6;2.4;37.4721
-6;-2.8;2.4;37.3717
-5.9;-3;2.4;37.353
-5.8;-3.2;2.4;37.4188
-5.7;-3.4;2.4;37.5725
-5.6;-3.6;2.4;37.8183
-5.4;-3.8;2.4;37.1519
-5.3;-3.9;2.4;37.2761
-5.2;-4.1;2.4;37.7979
-5;-4.3;2.4;37.0275
-4.8;-4.5;2.4;37.1354
-4.7;-4.6;2.4;37.1017
-4.5;-4.8;2.4;36.8952
-4.4;-4.9;2.4;37.5454
-4.2;-5.1;2.4;37.0844
-4;-5.3;2.4;37.7314
-3.8;-5.4;2.4;37.2828
-3.7;-5.5;2.4;37.9249
-3.5;-5.6;2.4;37.7664
-3.3;-5.7;2.4;37.6778
-3;-5.9;2.4;37.6617
-2.8;-6;2.4;37.6544
-2.6;-6.1;2.4;37.7299
-2.4;-6.2;2.4;37.8861
-2.2;-6.2;2.4;36.9902
-2;-6.3;2.4;37.3161
-1.8;-6.4;2.4;37.7177
-1.6;-6.4;2.4;37.0981
-1.3;-6.5;2.4;37.6597
-1.1;-6.5;2.4;37.2155
-0.9;-6.6;2.4;37.9352
-0.7;-6.6;2.4;37.6607
-0.4;-6.6;2.4;37.4716
-0.2;-6.6;2.4;37.367
0;-6.6;2.4;37.3461
0.2;-6.6;2.4;37.4088
0.5;-6.6;2.4;37.5555
0.7;-6.6;2.4;37.7872
0.9;-6.6;2.4;38.1051
1.1;-6.5;2.4;37.4265
1.4;-6.5;2.4;37.9158
1.6;-6.4;2.4;37.396
1.8;-6.4;2.4;38.0635
2;-6.3;2.4;37.7058
2.2;-6.2;2.4;37.4248
2.5;-6.1;2.4;38.0608
2.7;-6;2.4;37.8213
2.9;-6;2.4;38.2428
3.1;-5.8;2.4;37.6621
3.3;-5.7;2.4;37.7129
3.5;-5.6;2.4;37.8374
3.7;-5.5;2.4;38.0287
3.8;-5.4;2.4;38.1556
4.1;-5.2;2.4;38.593
4.2;-5.1;2.4;37.9156
4.4;-4.9;2.4;37.793
4.5;-4.8;2.4;38.0043
4.7;-4.6;2.4;37.42
4.9;-4.4;2.4;38.087
5;-4.3;2.4;38.0291
5.2;-4.1;2.4;38.198
5.3;-3.9;2.4;37.7139
5.5;-3.7;2.4;38.6194
5.6;-3.5;2.4;38.3113
5.7;-3.3;2.4;38.0993
5.8;-3.1;2.4;37.9784
5.9;-3;2.4;38.9395
6;-2.7;2.4;37.9951
6.1;-2.5;2.4;38.127
6.2;-2.3;2.4;38.3387
6.3;-2.1;2.4;38.6289
6.3;-1.9;2.4;38.0439
6.4;-1.6;2.4;38.3433
6.5;-1.4;2.4;38.8753
6.5;-1.2;2.4;38.4013
6.5;-1;2.4;38.0174
6.6;-0.7;2.4;38.7939
6.6;-0.5;2.4;38.5804
6.6;-0.3;2.4;38.4528
6.7;0;2.2;38.6089
6.7;0.2;2.2;38.6515
6.7;0.4;2.2;38.7795
6.7;0.7;2.2;38.9936
6.6;0.9;2.2;38.231
6.6;1.1;2.2;38.6161
6.6;1.3;2.2;39.0915
6.5;1.6;2.2;38.5746
6.4;1.8;2.2;38.1345
6.4;2;2.2;38.8785
6.3;2.2;2.2;38.605
6.2;2.4;2.2;38.4109
6.1;2.7;2.2;38.3234
6;2.9;2.2;38.2662
5.9;3.1;2.2;38.3203
5.8;3.3;2.2;38.4627
5.7;3.5;2.2;38.6976
5.6;3.7;2.2;39.03
5.4;3.9;2.2;38.2609
5.3;4.1;2.2;38.6789
5.1;4.3;2.2;38.8256
5;4.4;2.2;38.6487
4.8;4.6;2.2;38.0951
4.6;4.8;2.2;38.6254
4.5;4.9;2.2;38.5122
4.3;5.1;2.2;38.4477
4.1;5.3;2.2;39.1605
3.9;5.4;2.2;38.6111
3.8;5.5;2.2;39.0477
3.6;5.6;2.2;38.9602
3.3;5.8;2.2;38.8178
3.1;5.9;2.2;38.6468
2.9;6;2.2;38.5657
2.7;6.1;2.2;38.5709
2.5;6.2;2.2;38.6598
2.3;6.3;2.2;38.8301
2.1;6.4;2.2;39.0804
1.8;6.4;2.2;38.3111
1.6;6.5;2.2;38.7294
1.4;6.5;2.2;38.1457
1.2;6.6;2.2;38.7264
0.9;6.6;2.2;38.319
0.7;6.7;2.2;39.0607
0.5;6.7;2.2;38.8249
0.2;6.7;2.2;38.6755
0;6.7;2.2;38.6116
-0.2;6.7;2.2;38.6329
-0.5;6.7;2.2;38.7394
-0.7;6.7;2.2;38.9319
-0.9;6.6;2.2;38.1486
-1.1;6.6;2.2;38.5115
-1.4;6.5;2.2;37.8888
-1.6;6.5;2.2;38.4258
-1.8;6.4;2.2;37.9641
-2.1;6.4;2.2;38.683
-2.3;6.3;2.2;38.3867
-2.5;6.2;2.2;38.169
-2.7;6.1;2.2;38.031
-2.9;6;2.2;37.9746
-3.1;5.9;2.2;38.002
-3.3;5.8;2.2;38.1164
-3.5;5.7;2.2;38.3215
-3.7;5.6;2.2;38.6222
-3.9;5.4;2.2;37.7326
-4.1;5.3;2.2;38.2091
-4.3;5.1;2.2;37.9098
-4.4;5;2.2;38.108
-4.6;4.8;2.2;37.7058
-4.8;4.6;2.2;37.7463
-4.9;4.5;2.2;37.8479
-5.1;4.3;2.2;37.7057
-5.3;4.1;2.2;38.3021
-5.4;3.9;2.2;37.7508
-5.5;3.8;2.2;38.1581
-5.6;3.6;2.2;38.0026
-5.8;3.4;2.2;37.9547
-5.9;3.1;2.2;37.7787
-6;2.9;2.2;37.7057
-6.1;2.7;2.2;37.7058
-6.2;2.5;2.2;37.772
-6.3;2.3;2.2;37.934
-6.4;2.1;2.2;38.175
-6.4;1.9;2.2;37.7057
-6.5;1.7;2.2;37.7997
-6.5;1.4;2.2;37.7057
-6.6;1.2;2.2;37.769
-6.6;1;2.2;37.7057
-6.6;0.8;2.2;37.7057
-6.7;0.5;2.2;37.8178
-6.7;0.3;2.1;37.6495
-6.7;0.1;2.1;37.5656
-6.7;-0.2;2.1;37.5656
-6.7;-0.4;2.1;37.6495
-6.7;-0.6;2.2;37.8178
-6.6;-0.9;2.2;37.7057
-6.6;-1.1;2.1;37.3456
-6.6;-1.3;2.2;37.769
-6.5;-1.5;2.2;37.7057
-6.4;-1.8;2.2;37.7057
-6.4;-2;2.1;37.3924
-6.3;-2.2;2.2;37.7057
-6.2;-2.4;2.2;37.7057
-6.2;-2.6;2.2;37.772
-6.1;-2.8;2.1;37.6905
-6;-3;2.1;37.6918
-5.9;-3.2;2.2;37.7787
-5.7;-3.5;2.2;37.9186
-5.6;-3.6;2.2;37.7058
-5.5;-3.8;2.1;37.3093
-5.4;-4;2.2;37.7507
-5.2;-4.2;2.1;36.9798
-5.1;-4.4;2.1;37.5807
-4.9;-4.5;2.2;37.7057
-4.7;-4.7;2.2;37.7058
-4.6;-4.9;2.1;37.4613
-4.4;-5;2.2;37.7058
-4.2;-5.2;2.1;37.437
-4.1;-5.3;2.1;37.5748
-3.9;-5.4;2.2;37.7057
-3.7;-5.6;2.1;37.3611
-3.5;-5.7;2.1;37.0879
-3.3;-5.8;2.2;37.7057
-3.1;-5.9;2.2;37.7057
-2.9;-6;2.2;37.7057
-2.7;-6.1;2.2;37.7058
-2.5;-6.2;2.1;37.3766
-2.2;-6.3;2.2;37.7058
-2;-6.4;2.1;37.5786
-1.8;-6.4;2.2;37.7057
-1.6;-6.5;2.1;37.3423
-1.4;-6.5;2.2;37.7057
-1.1;-6.6;2.1;37.4431
-0.9;-6.6;2.2;37.7058
-0.7;-6.7;2.2;37.8732
-0.5;-6.7;2.1;37.6836
-0.2;-6.7;2.1;37.5787
0;-6.7;2.1;37.5577
0.2;-6.7;2.1;37.6206
0.5;-6.7;2.2;37.7678
0.7;-6.7;2.2;38.0001
0.9;-6.6;2.2;37.7057
1.1;-6.6;2.1;37.6548
1.4;-6.5;2.2;37.7057
1.6;-6.5;2.1;37.6413
1.8;-6.4;2.2;37.7057
2;-6.4;2.2;37.9698
2.3;-6.3;2.2;37.7058
2.5;-6.2;2.1;37.5201
2.7;-6.1;2.2;37.7057
2.9;-6;2.2;37.7057
3.1;-5.9;2.2;37.7057
3.3;-5.8;2.2;37.7057
3.5;-5.7;2.2;37.8361
3.7;-5.6;2.2;38.1721
3.9;-5.4;2.2;37.7057
4.1;-5.3;2.2;37.8178
4.3;-5.1;2.2;38.0975
4.4;-5;2.2;37.7792
4.6;-4.8;2.2;37.7057
4.8;-4.6;2.2;38.0358
4.9;-4.5;2.2;37.7057
5.1;-4.3;2.2;37.9361
5.2;-4.2;2.2;38.5134
5.4;-3.9;2.2;38.1665
5.5;-3.8;2.2;38.0718
5.6;-3.6;2.2;37.9512
5.8;-3.4;2.2;38.4627
5.9;-3.2;2.2;38.3203
6;-3;2.2;38.2662
6.1;-2.7;2.2;38.2973
6.2;-2.5;2.2;38.4109
6.3;-2.3;2.2;38.605
6.4;-2.1;2.2;38.8785
6.4;-1.9;2.2;38.1345
6.5;-1.7;2.2;38.5746
6.5;-1.4;2.2;38.0144
6.6;-1.2;2.2;38.6161
6.6;-1;2.2;38.231
6.6;-0.8;2.2;38.965
6.7;-0.5;2.2;38.7795
6.7;-0.3;2.2;38.6515
6.8;0;2;38.8872
6.8;0.2;2;38.9299
6.7;0.4;2;38.7991
6.7;0.7;2;38.7991
6.7;0.9;1.9;38.5235
6.7;1.1;2;38.9102
6.6;1.4;1.9;38.5796
6.6;1.6;2;38.8848
6.5;1.8;1.9;38.4594
6.5;2;2;39.2068
6.4;2.3;2;38.9495
6.3;2.5;1.9;38.7722
6.2;2.7;1.9;38.6764
6.1;2.9;1.9;38.6642
6;3.1;1.9;38.7382
5.9;3.3;2;38.9018
5.8;3.5;2;39.1594
5.6;3.7;2;38.7991
5.5;3.9;1.9;38.6924
5.4;4.1;2;39.2331
5.2;4.3;1.9;38.5356
5;4.5;2;38.7991
4.9;4.6;2;38.7991
4.7;4.8;2;38.7991
4.5;5;2;38.7991
4.4;5.1;2;38.9514
4.2;5.3;1.9;38.6632
4;5.4;2;38.7991
3.8;5.6;1.9;38.6747
3.6;5.7;1.9;38.3138
3.4;5.8;2;38.7991
3.2;5.9;2;38.7991
3;6.1;2;38.9653
2.8;6.1;2;38.7991
2.5;6.3;2;39.0224
2.3;6.4;2;39.1756
2.1;6.4;2;38.7991
1.9;6.5;1.9;38.6368
1.6;6.6;2;39.0403
1.4;6.6;1.9;38.454
1.2;6.7;2;39.0209
0.9;6.7;1.9;38.6118
0.7;6.7;2;38.7991
0.5;6.7;2;38.7991
0.2;6.8;2;38.954
0;6.8;2;38.8899
-0.2;6.8;2;38.9112
-0.5;6.7;2;38.7991
-0.7;6.7;2;38.7991
-0.9;6.7;1.9;38.4407
-1.2;6.7;2;38.8051
-1.4;6.6;1.9;38.196
-1.6;6.6;1.9;38.7353
-1.8;6.5;1.9;38.2882
-2.1;6.4;2;38.7991
-2.3;6.4;1.9;38.7301
-2.5;6.3;1.9;38.529
-2.7;6.2;1.9;38.4087
-2.9;6.1;1.9;38.3708
-3.2;6;1.9;38.418
-3.4;5.9;1.9;38.5533
-3.6;5.7;1.9;38.1782
-3.8;5.6;1.9;38.2261
-3.9;5.5;1.9;38.2553
-4.2;5.3;1.9;38.5424
-4.3;5.2;1.9;38.0322
-4.5;5.1;1.9;38.7362
-4.7;4.9;1.9;38.1409
-4.9;4.7;1.9;38.4594
-5;4.6;1.9;38.6273
-5.2;4.3;1.9;38.2041
-5.3;4.2;1.9;37.8974
-5.5;4;1.9;38.2976
-5.6;3.8;1.9;37.8288
-5.7;3.6;1.9;37.4643
-5.9;3.4;1.9;38.4116
-6;3.2;1.9;38.2135
-6.1;3;1.9;38.106
-6.2;2.8;1.9;38.0852
-6.3;2.6;1.9;38.1483
-6.3;2.4;1.9;38.1841
-6.5;2.1;1.9;38.5173
-6.5;1.9;1.9;37.7309
-6.6;1.7;1.9;38.1231
-6.6;1.4;1.9;37.5221
-6.7;1.2;1.9;38.0756
-6.7;1;1.9;37.6504
-6.7;0.8;1.9;37.3133
-6.8;0.5;1.9;38.1086
-6.8;0.3;1.9;37.9395
